split,group,plant_type,sequence_id,identifier,capture,frame,rgb_path
val,Pepper\II\Healthy,Healthy,H_19,19,0,32,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_0_32.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,0,33,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_0_33.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,0,34,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_0_34.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,0,35,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_0_35.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,0,36,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_0_36.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,0,37,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_0_37.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,0,38,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_0_38.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,0,39,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_0_39.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,0,4,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_0_4.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,0,40,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_0_40.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,0,41,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_0_41.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,0,42,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_0_42.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,0,43,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_0_43.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,0,44,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_0_44.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,0,45,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_0_45.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,0,5,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_0_5.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,0,6,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_0_6.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,0,7,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_0_7.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,0,8,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_0_8.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,0,9,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_0_9.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,1,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_1.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,10,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_10.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,11,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_11.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,12,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_12.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,13,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_13.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,14,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_14.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,15,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_15.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,16,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_16.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,17,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_17.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,18,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_18.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,19,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_19.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,2,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_2.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,20,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_20.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,21,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_21.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,22,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_22.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,23,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_23.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,24,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_24.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,25,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_25.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,26,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_26.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,27,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_27.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,28,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_28.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,29,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_29.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,3,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_3.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,30,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_30.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,31,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_31.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,32,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_32.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,33,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_33.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,34,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_34.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,35,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_35.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,36,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_36.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,37,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_37.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,38,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_38.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,39,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_39.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,4,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_4.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,40,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_40.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,41,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_41.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,42,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_42.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,43,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_43.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,44,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_44.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,45,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_45.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,5,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_5.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,6,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_6.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,7,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_7.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,8,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_8.tiff
val,Pepper\II\Healthy,Healthy,H_19,19,15,9,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_19_RGB_15_9.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,1,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_1.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,10,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_10.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,11,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_11.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,12,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_12.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,13,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_13.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,14,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_14.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,15,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_15.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,16,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_16.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,17,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_17.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,18,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_18.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,19,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_19.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,2,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_2.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,20,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_20.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,21,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_21.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,22,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_22.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,23,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_23.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,24,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_24.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,25,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_25.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,26,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_26.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,27,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_27.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,28,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_28.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,29,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_29.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,3,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_3.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,30,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_30.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,31,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_31.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,32,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_32.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,33,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_33.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,34,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_34.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,35,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_35.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,36,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_36.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,37,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_37.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,38,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_38.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,39,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_39.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,4,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_4.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,40,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_40.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,41,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_41.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,42,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_42.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,43,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_43.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,44,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_44.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,45,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_45.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,5,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_5.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,6,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_6.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,7,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_7.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,8,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_8.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,0,9,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_0_9.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,1,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_1.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,11,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_11.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,13,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_13.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,14,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_14.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,15,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_15.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,16,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_16.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,17,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_17.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,18,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_18.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,19,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_19.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,2,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_2.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,20,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_20.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,21,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_21.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,22,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_22.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,23,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_23.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,24,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_24.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,25,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_25.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,26,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_26.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,27,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_27.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,28,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_28.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,29,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_29.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,3,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_3.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,30,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_30.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,31,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_31.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,32,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_32.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,33,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_33.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,34,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_34.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,35,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_35.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,36,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_36.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,37,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_37.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,38,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_38.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,39,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_39.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,4,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_4.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,40,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_40.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,41,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_41.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,42,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_42.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,43,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_43.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,44,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_44.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,45,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_45.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,5,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_5.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,6,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_6.tiff
val,Pepper\II\Healthy,Healthy,H_11,11,5,8,Datasets/TOBRFV-LMID/RGB/Pepper/II/Healthy/H_11_RGB_5_8.tiff
val,Pepper\II\Virus,Virus,V_8,8,0,1,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_8_RGB_0_1.tiff
val,Pepper\II\Virus,Virus,V_8,8,0,11,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_8_RGB_0_11.tiff
val,Pepper\II\Virus,Virus,V_8,8,0,12,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_8_RGB_0_12.tiff
val,Pepper\II\Virus,Virus,V_8,8,0,13,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_8_RGB_0_13.tiff
val,Pepper\II\Virus,Virus,V_8,8,0,14,Datasets/TOBRFV-LMID/RGB/Pepper/II/Virus/V_8_RGB_0_14.tiff
